transaction_id,customer_id,main_account_number,transaction_date,amount,debit_credit,description,merchant,category,payment_method,organization_indicator,currency,business_responsible,balance
934f2545-581c-4b44-af10-be49d865ea34,44a2d67c-45e0-4e9b-90d7-be4e2e9f69de,GB65GSYQ85472812356798,2023-04-21,366.34,debit,"SEPA DD BISHOP, MALDONADO AND SANDERS MANDATE MAND0483","Harrison, Mitchell and Golden",Employee Benefits,Mobile Payment,Company,EUR,Noah Rhodes,374829.38
1ef02da5-8edb-4fe1-aba9-4a0ce43144ed,63465a0c-9c50-4e87-bd2b-6167cca6fbad,GB14FUZK69961125355449,2023-04-22,509.59,credit,TRANSFER TO MR. ANDREW PRICE GB68FYEB86102130509639,Washington-Lee,Business Insurance,Debit Card,Company,EUR,Abigail Shaffer,185906.12
200310ac-6dcf-4ea7-acce-577cfd8a58b8,aec9020a-0ccf-46fb-8ca1-48856fb2c061,GB79MAFO34151488814311,2023-04-22,741.29,credit,UTILITY BILL FOSTER-BRENNAN INV71967,Nguyen-Garcia,Utilities,Credit Card,Individual,EUR,Noah Rhodes,47599.67
071ad695-5036-4740-9d38-2f00eca1bcae,1c1655db-a8f3-403c-8d63-24a7992e3770,GB43OQFI55696443098591,2023-04-22,934.91,debit,CREDIT JOHNSON AND SONS SALARY JUNE,Smith-Pierce,Taxes & Compliance,Credit Card,Company,EUR,Michele Williams,382348.38
1221f6a1-aee6-4a06-ada6-a7d064c9ca0e,acb41b5b-4e5b-4229-acea-29dc5d314758,GB30UTZH24808613171274,2023-04-22,428.68,credit,"SUBSCRIPTION MOORE, SHERMAN AND CHAN INV93164","Scott, Craig and Craig",Taxes & Compliance,Credit Card,Company,EUR,Abigail Shaffer,37608.25
488a6b4a-5ba7-42bc-ab61-8a775ca1fef1,fb6521e2-5419-4ab8-a260-22de2405a5ad,GB11LZIK49480831367837,2023-04-22,996.35,debit,TRANSFER FROM BRITTANY PETERS INV90657,"Smith, Jenkins and Ramirez",Energy & Fuel,Credit Card,Company,EUR,Jamie Arnold,26268.86
30fcc330-f6c6-4776-a87f-9a838970db07,3d027030-b5ea-4ac3-9e00-72f858dfd5f9,GB03FJAF99015579980284,2023-04-22,631.06,credit,DIRECT DEBIT RANDOLPH-KELLEY INV01242,Lee Ltd,Dining & Restaurants,Mobile Payment,Individual,EUR,Cristian Santos,29294.52
696aa828-0b58-4715-9639-f18465d31487,aa3c65de-32ce-4c73-8569-fb0c1670a6ca,GB07XOSS56353153136363,2023-04-22,394.14,debit,DIRECT DEBIT DIXON INC INV89319,"Williams, Gomez and Scott",Electronics,Debit Card,Individual,EUR,Jamie Arnold,35461.85
65179cc1-7393-4273-b1a1-5f69273f5a69,15a68b92-0e7d-430e-903b-f7525aadcb70,GB27YXCD03924051477053,2023-04-22,31.49,credit,PAYMENT HUGHES AND SONS ORD345825,"Miles, Le and Reeves",Fitness & Wellness,Mobile Payment,Individual,EUR,Jamie Arnold,18760.01
7af627ec-373e-4a41-8f42-922812eb7bd6,07314c53-03db-42e1-ba02-d643bf8a57b0,GB73TDYC87734778485880,2023-04-22,676.79,debit,PAYMENT BRYAN LLC ORD832860,Gonzalez and Sons,Home & Furniture,Debit Card,Individual,EUR,Daniel Wagner,33410.79
3120a74a-aff2-4360-81fd-a8dd6fd748f7,8bf7cde1-77d3-48bd-818e-e039e2124892,GB64ZUUC80715695620175,2023-04-22,900.36,credit,PURCHASE ROBINSON PLC ORD834005,Smith LLC,Taxes & Compliance,Mobile Payment,Company,EUR,Michele Williams,401459.74
857d0860-f17e-44e3-a6bc-f18a40bb3c52,3f827b8f-48b4-406f-9fb1-f8d7175d148a,GB95UBSA79772781050922,2023-04-22,14.82,debit,DIRECT DEBIT BLANKENSHIP GROUP INV99848,"Pham, Newman and Anderson",Entertainment,Debit Card,Individual,EUR,Daniel Wagner,23234.26
7e37215a-86fe-41ff-9df4-2e968e0619cc,4034ebcf-6369-4bcc-a4e7-97f41e7685a6,GB44VZEM62015720185962,2023-04-22,239.2,credit,SUBSCRIPTION LYONS INC INV97025,Morse-Davis,IT & Cloud Services,Credit Card,Company,EUR,Michele Williams,383221.65
2de3213a-4268-42b0-a266-0e87ef62461c,9e23f15d-74cb-4936-bb76-6e03e9edbd9b,GB91RDUO89046337861371,2023-04-22,634.62,debit,"CARD PAYMENT DRAKE, DAVIS AND WALL TRANSIDE",Mitchell Group,Groceries,Debit Card,Individual,EUR,Cristian Santos,47567.81
df75b00a-b5b0-40bd-b780-73954aa049a8,90e58ff9-ef15-4d28-8f12-1655cf7e6aed,GB06RHSH01031051834738,2023-04-23,757.43,debit,ONLINE PAYMENT RODRIGUEZ INC ORDER ORD505350,Black-Brooks,Personal Care,Credit Card,Individual,EUR,Gabrielle Davis,13112.2
8e946fd4-27ee-42aa-b0d5-1bbc285ddbda,55745ef5-952c-49a6-8238-41f5672641be,GB34GZER56914630316179,2023-04-23,207.01,credit,"CARD PAYMENT GALLAGHER, WALKER AND ROJAS SOUTH ERICFURT","Grant, Beard and Serrano",Travel & Hospitality,Credit Card,Company,EUR,Allison Hill,402027.58
3824c62b-2036-471a-b23f-df19923cc117,f139dc4b-ce31-4e5c-a13b-124183c59c14,GB35RMQE30047868633752,2023-04-23,163.4,credit,DIRECT DEBIT HOPKINS LTD INV45798,Fuller PLC,Taxes & Compliance,Mobile Payment,Company,EUR,Cristian Santos,305701.63
10c0f84c-c237-439a-a995-d1fe81a98821,f4db6a32-5118-4e6a-9b79-74d849b12a03,GB79JTUQ56012562531355,2023-04-23,753.49,debit,TRANSFER FROM MELINDA WARNER INV05114,Hensley Inc,Office Supplies,Debit Card,Company,EUR,Lisa Hensley,195229.83
92b820ed-651f-41f9-bb31-02937c4856f8,98ead359-1a65-4763-aff1-45d29947ee4c,GB26NNYI96902824983922,2023-04-23,910.65,credit,CARD PAYMENT RODRIGUEZ-BASS EAST TONIVIEW,Franklin and Sons,Financial Services,Credit Card,Individual,EUR,Daniel Wagner,29603.32
632e6d7f-6991-4c16-979d-d3ab954f5689,cac06ea4-2fb6-495f-b802-363e707439f1,GB05KBRW30440580935118,2023-04-23,504.12,credit,PURCHASE MILES LTD ORD045337,Clark and Sons,IT & Cloud Services,Debit Card,Company,EUR,Gina Moore,372093.64
9f78c5b1-fa02-41ed-a735-224f887e1144,ffea8042-1109-4601-be53-f073958776c5,GB47WXCV72232971674338,2023-04-23,511.69,credit,CREDIT MCDANIEL-MOORE SALARY FEBRUARY,Andrews-Hunter,Transportation,Debit Card,Individual,EUR,Monica Herrera,26017.82
1044fcb5-8af6-4ed0-9a03-84519dd2aeec,94973e5c-7792-4f30-8820-c6a3a2eb7dae,GB34MOXH20441384596094,2023-04-23,41.56,debit,SUBSCRIPTION HOFFMAN-TURNER INV22230,Barker Ltd,Equipment & Maintenance,Debit Card,Company,EUR,Noah Rhodes,358852.06
99487a34-7968-4429-8021-ea98fecfac57,67102c4f-61bf-422a-8d97-e54a714a4f81,GB91KDZV64807279103368,2023-04-23,251.52,debit,"PURCHASE PATTERSON, SUAREZ AND HENRY ORD703108",Huynh Ltd,Housing & Rent,Credit Card,Individual,EUR,Ryan Munoz,48307.93
6d5f5d0a-3454-45e1-8a53-a84a9cc65a84,b3b5c1a2-417a-4c87-bd9e-e7bb0d3e3b7a,GB64WLOP59017518636374,2023-04-23,552.0,credit,SEPA DD BOONE-GOODMAN MANDATE MAND1919,Nelson Inc,Education & Tuition,Mobile Payment,Individual,EUR,Dylan Miller,17681.35
dcdc614f-279e-44e7-a100-385622bb0c8d,534fa89b-085e-4e90-b12f-f03e923b6567,GB12WYHL79786305050573,2023-04-23,948.72,debit,"CREDIT DAVIS, VELASQUEZ AND BOND SALARY JANUARY","Pierce, Young and Jackson",Office Supplies,Debit Card,Company,EUR,Gina Moore,167602.94
68cb439b-caf5-4fc1-a0fe-8069df792d40,8953cc01-281f-44d8-8e40-fb13147f7027,GB45XBRM41686227837693,2023-04-24,800.4,debit,PURCHASE SANDERS-FERGUSON ORD629565,"Williams, Doyle and Burton",Business Insurance,Debit Card,Company,EUR,Cristian Santos,63956.33
a43c586c-bdc6-4919-afe4-a89aca4736d9,665a58bb-c4f3-4402-afa7-e846d7a9b093,GB76KEMS65827109104300,2023-04-24,872.11,credit,PURCHASE COLLINS AND SONS ORD395836,Rodriguez LLC,Childcare & Babysitting,Mobile Payment,Individual,EUR,Noah Rhodes,14809.99
5cb33dab-2aae-41d3-8184-4e370282a0c6,e78e3f5d-4f9e-4382-b68c-c63e599dbe1a,GB14FUZK69961125355449,2023-04-24,329.38,debit,TRANSFER TO WILLIE ARELLANO GB48DHCP01958663992879,Moore-Blackwell,Corporate Events & Sponsorships,Mobile Payment,Company,EUR,Abigail Shaffer,185576.74
869f7c65-bcfc-4df7-97ad-3daf05eab96d,f25be715-2a96-43a9-9a9e-b546e8f83a5c,GB83ZNDE87585756766708,2023-04-24,433.83,credit,TRANSFER FROM MARK HORN INV56481,Meadows-Parker,Travel,Credit Card,Individual,EUR,Monica Herrera,24488.7
c9bfa9ff-2881-4e8b-a8bc-a89c40d16de3,8e68d42d-f729-4a96-aefe-21974fec2f07,GB58KTJC65162319818984,2023-04-24,966.51,debit,PAYMENT JOHNSON-SALINAS ORD976409,Hoffman-Hall,Utilities & Rent,Mobile Payment,Company,EUR,Ryan Munoz,91599.71
7f75fb8d-d861-4f2f-9e43-5b589c58dfb7,75c1251d-246f-4d38-af45-e02378a6dcaa,GB26MIZZ74687234309805,2023-04-24,473.38,debit,"PURCHASE PARKER, HOFFMAN AND MOSS ORD887423",Jackson and Sons,Business Insurance,Credit Card,Company,EUR,Lisa Hensley,17261.26
3581f568-a107-4ec1-beab-6a48e9cfb3f8,a42f26c2-e042-46d8-8bb7-da71bcfe5c73,GB06RHSH01031051834738,2023-04-24,627.61,debit,TRANSFER FROM FRANK GORDON INV42184,"Bennett, Young and Flynn",Healthcare & Medical Expenses,Mobile Payment,Individual,EUR,Gabrielle Davis,12484.59
96694815-75b8-43bd-b660-859925d1cc26,65f06a83-5c95-4e1a-b4bd-104db2f99705,GB28VDQQ39774573144158,2023-04-24,106.41,credit,SUBSCRIPTION HOWARD-DAVIS INV97389,Johnson-Foley,Marketing & Advertising,Mobile Payment,Company,EUR,Abigail Shaffer,50646.11
7156ceaf-9acc-4520-b344-225440deff70,5f8b28d8-3efa-432b-affa-cdd95973133c,GB56MRPI03450541566765,2023-04-24,399.71,debit,SEPA DD DAVIS AND SONS MANDATE MAND7300,"Davis, Gilbert and Smith",Clothing & Accessories,Credit Card,Individual,EUR,Ryan Munoz,31555.06
1cc13c83-df97-454d-89c7-2a51c9cdf055,20f1d032-fdfc-461a-b589-af1738e11e70,GB24GSVP76719903849830,2023-04-24,774.16,credit,SEPA DD SMITH-PORTER MANDATE MAND5942,"Peterson, Lee and Rodriguez",Gifts & Donations,Debit Card,Individual,EUR,Dylan Miller,17587.58
690fd761-2422-4f75-b358-d9ff09b21305,2cb1e1bd-a72c-4899-bd25-f1a7e9b07bc1,GB11MKXM36004125777118,2023-04-24,270.22,credit,SEPA DD ROY-SNYDER MANDATE MAND4015,Cantu-Williams,Fitness & Wellness,Debit Card,Individual,EUR,Gina Moore,21266.75
49b39bed-dfc3-4424-b5aa-591f7e360082,a8a3acf0-dcf8-46a2-ba56-5b43ae598dca,GB64WLOP59017518636374,2023-04-25,983.62,debit,PAYMENT DANIEL-RICE ORD764040,"Carter, Fields and Matthews",Entertainment,Mobile Payment,Individual,EUR,Dylan Miller,16697.73
2b602d1e-67e1-4468-abeb-498e144f0bf1,bfa6ee4e-86f3-47d0-9aee-ef1db9cd71c6,GB83JILQ77175355609320,2023-04-25,862.08,debit,TRANSFER FROM LINDSEY RUSSELL INV99281,"Lin, Monroe and Gomez",Travel,Debit Card,Individual,EUR,Ryan Munoz,46139.88
b98cf71b-86c8-4300-9c1f-0318882c3894,ba5cabe4-f61f-4365-9f79-06d2ac71aa3e,GB11LZIK49480831367837,2023-04-25,493.92,debit,TRANSFER FROM BENJAMIN WHITE INV38041,Dennis-Flores,Recruiting & Hiring,Mobile Payment,Company,EUR,Jamie Arnold,25774.94
3864489b-acba-4229-8afb-7a5c02fa75d2,7bd5101f-cfd3-4ee4-8aa7-dd1a7364bde6,GB70TSVF01166918362644,2023-04-25,644.14,debit,"SEPA DD THOMAS, WU AND VARGAS MANDATE MAND6221","Johnson, Singh and Mitchell",Travel,Debit Card,Individual,EUR,Dylan Miller,28235.89
1724cf08-cf3e-4106-92f0-b71576938f2d,52c173e4-9fc6-42c0-ac54-48fe856b5fac,GB61NKYL28993160875243,2023-04-25,27.71,debit,"UTILITY BILL YOUNG, GUTIERREZ AND RANDOLPH INV58846",Nguyen-Patel,Employee Benefits,Credit Card,Company,EUR,Jamie Arnold,160146.72
44c70a05-5688-4cb9-b32b-053e0a21ac5d,ee5b34b0-9996-4f18-8974-f020cde2a114,GB66OKNU92459375265479,2023-04-25,895.86,debit,TRANSFER TO MICHAEL BURNETT GB42XVAS28702715136679,Conner and Sons,Education & Tuition,Debit Card,Individual,EUR,Monica Herrera,6968.72
74ee49ea-e2a6-4860-bdb0-21d6ff8cb76f,6ee1970b-0c8e-4d40-8f47-abc3890e71d8,GB94GRMN13315520650637,2023-04-25,962.04,debit,TRANSFER FROM MELISSA CLARK INV03770,Powers Inc,Childcare & Babysitting,Mobile Payment,Individual,EUR,Cristian Santos,33873.79
64b9e412-6553-42b8-b338-ec249a6ad6a0,f214d810-5363-4a3c-ba54-4ed07d9177d2,GB09ORXR31712100323651,2023-04-25,345.25,credit,DIRECT DEBIT ROSS PLC INV93934,Clark Inc,Education & Tuition,Debit Card,Individual,EUR,Allison Hill,27631.21
4927472b-6e32-4a5d-a782-fead720f8983,139b212b-264d-487c-ae43-359b6d34d0b6,GB19PFUZ87286604164485,2023-04-25,59.67,debit,PURCHASE JORDAN LLC ORD682487,"Armstrong, Willis and Meyers",Entertainment,Debit Card,Individual,EUR,Michele Williams,42955.48
73e99f68-4ae8-485c-97f6-a4cf224ad577,f263ba35-d743-44cd-ae3e-0c988e35490d,GB67OYVX39385258001061,2023-04-25,358.02,credit,ONLINE PAYMENT LEE LTD ORDER ORD363286,"James, Arroyo and Hicks",Travel,Credit Card,Individual,EUR,Jamie Arnold,19267.88
fdb9a255-92cd-49f4-9a6f-314da6375391,f2cc0d47-490b-462f-a69d-9677239ca769,GB52NHTH82761539669583,2023-04-25,889.88,credit,"UTILITY BILL CARROLL, WRIGHT AND REYNOLDS INV62901","Morris, Vazquez and Berry",Shipping & Logistics,Debit Card,Company,EUR,Michele Williams,298218.7
80901edf-3b46-4203-a824-b5b9a9df367e,9f7d5c8a-f7c4-44dd-832e-7406b3cfd66d,GB87FPWP58416169284511,2023-04-25,214.51,credit,SUBSCRIPTION PEREZ GROUP INV39572,Boyd-Andrews,Fitness & Wellness,Debit Card,Individual,EUR,Ryan Munoz,10543.26
5720bfb7-d2c5-4a9f-9e2d-6e267c53bf0d,4393a299-149b-4362-8c69-07c551fd1b60,GB16MPTV29884259959961,2023-04-25,767.24,debit,"UTILITY BILL HILL, CERVANTES AND WALLACE INV67031",Brown Ltd,Utilities & Rent,Credit Card,Company,EUR,Michele Williams,318808.39
dcd3f978-14cd-41a6-929b-35a4bd3268ad,b0f01d15-0e9d-4abf-8977-d34e74795cf5,GB18BZSN26265826312819,2023-04-25,123.43,debit,SUBSCRIPTION REED-BAILEY INV31159,Wilson LLC,Insurance,Credit Card,Individual,EUR,Noah Rhodes,39818.34
40e081ca-d3f7-4544-a085-41bdf93bdd69,794c5f4c-f40b-4364-a15d-ac1d5f4fac1a,GB12MFUP12863917410119,2023-04-25,60.78,debit,CREDIT WAGNER-SANCHEZ SALARY DECEMBER,Brown-Mcfarland,Manufacturing & Raw Materials,Debit Card,Company,EUR,Gina Moore,215574.21
449ab434-9519-40f2-acb7-f5532666aa07,42cf3d7b-93eb-40e9-a9dc-4715f98e2ce7,GB76AYVN44212146147683,2023-04-25,879.62,debit,CREDIT MOORE-LYNCH SALARY DECEMBER,Oconnor-Anderson,Employee Benefits,Mobile Payment,Company,EUR,Daniel Wagner,243641.11
8a08e2a9-08a7-43e7-a405-af545a23daf3,9ea4edfd-d3d3-4ba8-bae6-9a6f62d277e2,GB05BTRK03446512418938,2023-04-25,275.83,debit,PAYMENT BRYANT-SANDERS ORD043668,Hammond Group,Utilities & Rent,Credit Card,Company,EUR,Daniel Wagner,269991.76
995ce760-a6d7-40e4-aa93-f6c35d227e3f,4e5cd6c3-126d-4a60-a961-8a27e7527d66,GB76USFY26801824225358,2023-04-25,492.66,debit,TRANSFER FROM EVELYN DEAN INV49299,Taylor Group,Office Supplies,Mobile Payment,Company,EUR,Daniel Wagner,94593.12
38677af3-e077-4fce-8b03-1bc6dda4fad5,1048fc1f-5e69-4168-a332-6293df1aebe7,GB46GNWR84443106987205,2023-04-26,631.8,debit,TRANSFER TO CONNIE MORTON GB10FIZS45104625069296,Ferguson-Cook,Childcare & Babysitting,Credit Card,Individual,EUR,Cristian Santos,14357.22
d5de1b71-b45c-4cf6-9d37-0516d4236333,e2a502b2-a90c-4587-bca8-9638fbc35103,GB24GSVP76719903849830,2023-04-26,963.45,debit,"SUBSCRIPTION HURLEY, BOYER AND PERRY INV44487",Lee-Hernandez,Groceries,Debit Card,Individual,EUR,Dylan Miller,16624.13
9e1633c7-c3a5-4416-9e17-1a00b75261e8,54ab9d9b-880b-4400-b092-7dcd2042453c,GB61JUFD23094077780973,2023-04-26,547.31,debit,UTILITY BILL JOHNSON LLC INV22979,Allen-Dean,Travel,Credit Card,Individual,EUR,Ryan Munoz,26295.68
1878b0b3-f583-41b4-8938-5b853a62c2a1,7ea12f44-a982-4f83-b05d-ce9f5e4254d4,GB05MHMD12849718594849,2023-04-26,149.79,credit,CARD PAYMENT BATES INC MITCHELLBERG,Davis Inc,Electronics,Debit Card,Individual,EUR,Noah Rhodes,19094.63
6d9e0b39-c787-4ecf-89c6-7287ef88a3d2,71bdffa0-7855-4007-8939-d8c8b62a8af6,GB98HXBM73830284395995,2023-04-26,804.22,credit,CREDIT WRIGHT-CASTILLO SALARY DECEMBER,Miller Inc,Shipping & Logistics,Mobile Payment,Company,EUR,Jamie Arnold,215145.04
d8d9265a-bfb1-4431-83b8-66bf29e710db,74e93c4b-ae5d-4965-b386-c07903404aec,GB15CIDR18615155423401,2023-04-26,137.05,debit,CREDIT HICKS-ROBERTSON SALARY FEBRUARY,"Hayes, Dixon and Mcpherson",Security Services,Credit Card,Company,EUR,Jamie Arnold,78659.52
3be2d143-4fa0-4ec9-bbd4-4915f7f18252,c3a52c4f-e71b-4c22-8bce-fa35d727d647,GB26IXCL52166746762120,2023-04-26,381.68,debit,CARD PAYMENT WALKER GROUP MARTINEZTOWN,Tate-Hudson,Electronics,Debit Card,Individual,EUR,Jamie Arnold,30774.1
54f68ab4-2a23-4243-ac76-aace072e7475,1d0f6566-defd-4aec-ba0b-055d84fd75b5,GB51DJIP73244913421388,2023-04-26,632.86,debit,TRANSFER TO JESSE JENKINS GB93EPLX34112033579205,Diaz-Dean,Pet Care & Supplies,Credit Card,Individual,EUR,Connie Lawrence,46096.63
e83b8ed6-b661-42b0-8b88-d7f8a7c37171,e41f6ac7-8efe-43b8-8658-84e5cfc4fb6d,GB02UHNU83147276012277,2023-04-26,264.54,credit,UTILITY BILL BUSH INC INV64879,Anderson Ltd,Clothing & Accessories,Credit Card,Individual,EUR,Gina Moore,8589.0
49dff5c5-1db4-4572-950f-b5cdcdea3756,1dbfb7c4-a49a-4b03-bed2-a82324bf5d9f,GB14FUZK69961125355449,2023-04-27,690.22,debit,DIRECT DEBIT CARTER-TRAN INV93163,Foley-Reyes,Research & Development,Debit Card,Company,EUR,Abigail Shaffer,184886.52
04c22595-986c-45e2-bf9e-0777f786166a,6ccf103a-4c5d-44cc-a09d-51221e0112d4,GB55MWXP86691251778528,2023-04-27,142.24,debit,"CREDIT ANTHONY, BRYANT AND VAUGHN SALARY NOVEMBER","Williams, Banks and Manning",Entertainment,Mobile Payment,Individual,EUR,Cristian Santos,41854.49
3332578e-3a8b-4578-a370-74b44059b7e8,6709e31d-31c4-430f-b78e-0c0be25fc7fa,GB07DCFX12590203571343,2023-04-27,691.19,debit,CARD PAYMENT CROSBY-ROMERO NEW ANTHONYBOROUGH,Alvarado-Pearson,Marketing & Advertising,Debit Card,Company,EUR,Jamie Arnold,197583.66
f2cbdaa5-07d2-4418-b1f9-3186942fab06,2460d76b-e829-46f9-a27a-1734e2a7fc52,GB78DOSG23023467912141,2023-04-27,883.78,credit,DIRECT DEBIT BARKER PLC INV80549,"Fischer, Singh and Marshall",Gifts & Donations,Credit Card,Individual,EUR,Noah Rhodes,32657.69
52f8e9fc-875f-45dc-a8d6-ba63ea1fce68,6d64333f-29a3-4753-9312-89c182e7bd77,GB87ISBE11586938068687,2023-04-27,504.32,credit,ONLINE PAYMENT RICHARDSON INC ORDER ORD487872,"Foster, Williams and Anderson",Personal Care,Credit Card,Individual,EUR,Michele Williams,33338.02
425cb7e8-555b-48eb-8cc6-a139fb604b7c,8cd1c6fb-3ecf-4eb7-a132-b5035bd8d6c9,GB93YOHX03718376452088,2023-04-27,105.32,debit,UTILITY BILL GIBBS-RICE INV77188,"Bailey, Barnes and Orr",Entertainment,Credit Card,Individual,EUR,Gina Moore,47313.08
b3ccd267-9960-4f56-a0ad-431eea46156b,1b4f3626-23a9-4c5c-a454-412137e0c643,GB66ZOBR66882634351751,2023-04-27,502.47,debit,CREDIT MORRIS AND SONS SALARY FEBRUARY,Flynn-Silva,Utilities,Mobile Payment,Individual,EUR,Allison Hill,14527.96
78bd253d-3e0c-4abe-8483-c30f22e7f92c,2a18be98-1515-4fdc-af70-34778a221279,GB08NRRM15335554398780,2023-04-27,698.22,debit,UTILITY BILL LAMBERT-LEACH INV57663,Wallace Ltd,Entertainment,Credit Card,Individual,EUR,Monica Herrera,26778.76
d51a5332-4e2f-4eb5-b4be-9a1e14469774,69113141-2932-4fea-9462-224ec5a35dcd,GB88KWXR33394522885158,2023-04-28,486.42,credit,CREDIT HALL-DIAZ SALARY JULY,"Booth, Acosta and Atkins",Home & Furniture,Credit Card,Individual,EUR,Cristian Santos,33815.13
24f2e32c-68f7-475e-beeb-99048a0000c9,afb5aef2-d893-414f-b47e-c2154f794619,GB26LTUH42967111483753,2023-04-28,192.74,debit,TRANSFER TO RAYMOND COFFEY GB18HJOY86111577090696,Page-Miller,Professional Services,Debit Card,Company,EUR,Allison Hill,291470.74
c3b2de06-2683-4096-94d5-f97f51796504,2aec60f4-6535-4058-bd4e-a1fe792cbd53,GB28BLUE81273585730652,2023-04-28,835.84,credit,TRANSFER TO RACHAEL ESPINOZA GB33JTLY70369284591684,"Farley, Levine and Smith",Financial Services,Mobile Payment,Individual,EUR,Abigail Shaffer,33842.7
f5eb7f70-30ce-4c99-a0c7-de308e8be1d5,9e344f51-6242-49c1-8eff-3ecf6d941d7b,GB31UUCL85174328063461,2023-04-28,938.77,credit,SEPA DD DAWSON-SANTIAGO MANDATE MAND1706,Smith Ltd,Employee Benefits,Mobile Payment,Company,EUR,Jamie Arnold,241290.82
109075ed-1fa8-4d79-87cf-a0942d31276d,93e5cfe1-57d9-4df0-bef6-3b532184fdc4,GB55IRSS64235369378547,2023-04-28,114.99,credit,CARD PAYMENT BROWN INC KEVINFORT,Tanner-Armstrong,Travel & Hospitality,Debit Card,Company,EUR,Gabrielle Davis,463117.15
883f5780-13d1-4826-bf76-d41f2c70991e,0fef8136-7503-4c55-982a-382a1bb868de,GB82CUXI35989262566093,2023-04-28,80.72,credit,PURCHASE ROJAS-HERNANDEZ ORD178757,"Boyer, Adams and Adams",Shipping & Logistics,Debit Card,Company,EUR,Allison Hill,106056.63
8fcab2a9-10fb-436c-aad5-401e07e9fb0b,c6ec9e60-e443-4474-b458-6ea415b83fa6,GB64ZUUC80715695620175,2023-04-28,803.09,debit,TRANSFER FROM VICTORIA PETERSON INV87698,Holmes-Jenkins,Employee Benefits,Mobile Payment,Company,EUR,Michele Williams,400656.65
d129f748-7bad-4582-bae5-8c8c98e5723a,02038d24-c5bc-4531-8794-75523e284b7c,GB65EDOD95535603319036,2023-04-28,178.21,debit,"PURCHASE BROWN, BLAIR AND MOORE ORD674554",Hill Inc,Office Supplies,Mobile Payment,Company,EUR,Michele Williams,194630.65
89f27e84-7bed-4ae7-bc1c-4c476c12a165,f3486275-2871-4011-b498-28664409bf89,GB72HCEM97893074645205,2023-04-28,265.96,credit,TRANSFER FROM ASHLEY BURKE INV55713,Mann-Bell,Research & Development,Mobile Payment,Company,EUR,Michele Williams,356092.63
a8d4c53d-2693-4f4a-91f2-b906c524f43c,2d648e44-6c00-4d31-ac87-de32f50c246d,GB07RITR25449481260422,2023-04-28,268.64,debit,"SEPA DD KING, GONZALES AND SMITH MANDATE MAND3996",Boyd-Gibbs,Entertainment,Mobile Payment,Individual,EUR,Dylan Miller,26656.26
b253c9d9-5029-4ea7-be72-3d2cfc4635b6,d635c32b-af8f-400f-b9a5-6ac42967f5cc,GB71GIPO43326831901302,2023-04-28,158.45,credit,"CREDIT GONZALES, GARCIA AND WALL SALARY FEBRUARY","Stewart, Powell and Osborne",Shipping & Logistics,Credit Card,Company,EUR,Connie Lawrence,89390.02
786655b6-b233-4cd3-9b5a-97ebe870096c,9e0ed5df-8724-4d31-ac6c-563ed1485832,GB68NBGQ59770348247710,2023-04-29,176.53,debit,PAYMENT BERG-LANDRY ORD176670,Downs-Mcmahon,Corporate Events & Sponsorships,Debit Card,Company,EUR,Daniel Wagner,213834.08
9af86eb4-352a-4d2a-854d-766036e37c3a,14b96725-aa28-45b1-ac85-c7939c3ffead,GB66AAVC19721811437447,2023-04-29,226.81,debit,TRANSFER FROM ROBERT HENRY INV25913,"Graves, Gray and Bush",Warehousing & Storage,Credit Card,Company,EUR,Ryan Munoz,132997.59
80cc523a-c09f-45d3-a363-0837a1f150ec,aed2a137-b493-496a-9bcc-7c2c6efef4fe,GB28TLSU22483958947735,2023-04-29,352.31,credit,"CARD PAYMENT DAVIS, MARTINEZ AND ROBINSON ALLENLAND",Murphy LLC,Security Services,Mobile Payment,Company,EUR,Ryan Munoz,347867.4
8f70f779-7800-47c0-8e77-2f0901361b8b,a1ed075b-1ef9-451f-a329-c5128f7d8e96,GB73KFMT49588879470551,2023-04-30,868.82,credit,SUBSCRIPTION ALLEN-COOK INV67990,"Wheeler, Riggs and Griffin",Transportation,Debit Card,Individual,EUR,Allison Hill,26236.96
c3dc848e-4d8a-4293-96f3-0ea8dbaadc12,42866c71-2f9f-4383-a891-31bd18da137a,GB72HCEM97893074645205,2023-04-30,65.37,debit,PURCHASE WOLFE INC ORD225331,"Ortega, Gomez and Lynch",Office Supplies,Debit Card,Company,EUR,Michele Williams,356027.26
70750048-a732-43be-95d5-a7bb892789f9,b9dde0be-40b3-45dc-a5a5-d9323715c623,GB19UMIO59876220234132,2023-04-30,881.58,debit,ONLINE PAYMENT GRANT-PERKINS ORDER ORD747219,Haynes-Cruz,Utilities & Rent,Debit Card,Company,EUR,Gabrielle Davis,261458.6
22b1f93d-3605-4f54-83d2-e603a9d35142,20bc39cd-a6de-427c-baaa-7ffb8827cba6,GB94AVXD84514627048281,2023-04-30,65.94,debit,PURCHASE SMITH PLC ORD602553,"Fitzgerald, Hall and Meza",Travel,Debit Card,Individual,EUR,Ryan Munoz,35084.98
fb46f60f-2770-4a39-a049-e50797b0b20d,2706f98e-76f6-4637-8902-64b8f3d303c6,GB58WKBD98038287232440,2023-04-30,396.2,debit,PURCHASE WILLIAMS AND SONS ORD997738,Parks-Hogan,Home & Furniture,Debit Card,Individual,EUR,Noah Rhodes,29539.99
